,mean,std,2.5q,25q,50q,75q,97.5q,mc err
v_subj(PM).3,2.3530118670609794,0.08740080554461264,2.179987836482524,2.2938525349344236,2.3528785624407487,2.4095545223037687,2.5291404719467883,0.0012344100148413283
v_subj(PM).4,1.7368323865881579,0.07139717648063626,1.5984777160904788,1.688486453456179,1.7361672114213955,1.785401960468588,1.8766313646946398,0.0008349282979802683
v_subj(PM).5,3.457664940907902,0.1659806781408731,3.153013117780101,3.3432662533346433,3.448822488634513,3.564009181210496,3.808941434883489,0.005648289506182171
v_subj(PM).6,2.2561687270218305,0.08710849601384625,2.0887555702881957,2.19652528153234,2.2550565079261102,2.314181728199345,2.4301645430403833,0.0010301920179352116
v_subj(PM).7,1.6475191102254012,0.07776897414581599,1.4933566669579612,1.5952645596228334,1.6482926333238401,1.7002569292673189,1.8006442460091303,0.0007116283419756396
v_subj(PM).8,2.099984679496299,0.07804408425382603,1.9513946950109016,2.046380630886915,2.098404866231214,2.151198916265247,2.258011157946341,0.0010430300106637168
v_subj(PM).9,0.9166579256586658,0.07069860159095374,0.7760192184722343,0.8694720400283279,0.9166228095039284,0.9635373317490212,1.0560679691554675,0.0005930455170897289
v_subj(PM).10,2.411578243009063,0.09521197784774384,2.2273728422713566,2.3468259137068177,2.4098207451230724,2.4757164958155835,2.601845495500571,0.0009823965147823057
v_subj(PM).11,1.651843242110449,0.07282393410833068,1.5095435005702356,1.6026960123271603,1.6519965493387756,1.7004834626812602,1.7972454842849195,0.0007907458249093453
v_subj(PM).12,2.184351607224372,0.08697723018784687,2.0165793502702134,2.1261565522991512,2.182718243629369,2.2407026511338515,2.3584962700845997,0.0011375239054651927
v_subj(PM).13,1.4968767530940754,0.06216437509457806,1.3778409297966723,1.4547301860752362,1.496451832232184,1.538593189176212,1.6208948216540882,0.000660651648240336
v_subj(PM).14,0.601843625083281,0.05730506544349821,0.4899589304327557,0.5628000869170009,0.6023554476745017,0.641188839110272,0.7123887740311189,0.0004533567965389869
v_subj(PM).15,1.1638220219179973,0.07233098269532998,1.023140284067057,1.1151344852836957,1.1625241042244154,1.2128054716631258,1.3069880479593088,0.000700369366807161
v_subj(PM).16,1.3369583858097618,0.06091963200519259,1.2179540352844105,1.2953475788015054,1.3370968268703773,1.3779935224621287,1.4574632170670032,0.0006435982613924974
v_subj(PM).17,1.2019856677028669,0.07221988700359598,1.0604915402642834,1.1531078138268132,1.201412213313846,1.250795559793278,1.34304527459067,0.0006076305632176461
v_subj(PM).18,2.5256113079667837,0.09763546219362952,2.337846325990266,2.4588894618034947,2.5242122757763643,2.5918304311533036,2.7179233904905815,0.000875105811587085
v_subj(PM).19,2.8793774982045472,0.1071096014154542,2.6734950132193775,2.8048864388600556,2.878762812572747,2.952004523992056,3.0928694046631824,0.001526342346623347
v_subj(PM).20,2.0759242663215653,0.0793466556592486,1.9242524664816198,2.0215410268071614,2.0748905401236084,2.128676185512311,2.2343210482058278,0.0011875036350497488
v_subj(PM).21,2.6993467760740444,0.1001631354929498,2.505271168806964,2.6311572184456957,2.6989348608429466,2.7665788097606674,2.8962632178781194,0.001345246914631809
v_subj(PM).22,1.1828491280818014,0.06832026412969837,1.049607871537881,1.1363072242688257,1.1826749781708328,1.2296477343407832,1.3151119697918623,0.0006426816630665412
v_subj(PM).23,1.9596281519015293,0.07844137061827178,1.8052424216643217,1.9068996928955089,1.9596688878388497,2.0125808767492557,2.114076873639767,0.0008104266736166914
v_subj(PM).24,1.1676018269384743,0.059384127593278484,1.049450397285898,1.1279004216973734,1.1681311471092821,1.2067619556282603,1.2845251619354632,0.0005678160917631513
v_subj(PM).25,0.5376806844016938,0.0625540900948014,0.4147996691722624,0.4958649542999824,0.5373743997249949,0.5799429661771816,0.6603886433043574,0.000522562821882615
v_subj(PM).26,1.3936716945190415,0.07393766385576764,1.2493835118528953,1.3441344891657552,1.394143751064994,1.442871994125675,1.5377668821008976,0.000686238732285897
v_subj(PM).27,1.8131663862386371,0.07574807210615096,1.6652347528088849,1.7621727360510613,1.8125193251792862,1.86398315246378,1.961687472131059,0.0008327766228319244
v_subj(PM).28,1.7008548244840855,0.06765337489927821,1.5671187016502692,1.6545400332017373,1.7000100824661861,1.746753438703472,1.8343516872134953,0.0007618325955062163
v_subj(PM).29,2.2742060680378433,0.08309862922871071,2.114772112138812,2.2170294746922394,2.2731181690570827,2.330724042192622,2.437654642505405,0.0013242517554752657
v_subj(PM).30,2.168649872727385,0.08184175170622279,2.011177696470451,2.112351945100438,2.1686241818576533,2.2242302469723896,2.3297861046555126,0.001017040568309153
v_subj(PM).31,1.418352344718678,0.08124094348399749,1.2586384367348085,1.3638745151853169,1.418340282431958,1.472402842003743,1.5782231656463417,0.0008026704161906911
v_subj(PM).32,1.7840499592380359,0.0702632477229109,1.6455981401320217,1.737018134128442,1.784308058590638,1.8316273588013425,1.9213972210838182,0.0006727650357401204
v_subj(PM).33,2.0993174370490233,0.0806016463234986,1.9411687124005632,2.045067138042471,2.0986345979446996,2.1536320025154203,2.2571324174150242,0.0009664536200088628
v_subj(PM).34,1.519057930174447,0.07280920055936853,1.3770885734018494,1.4700251853677047,1.5190942648663357,1.5677837368709333,1.662326841916422,0.0006078450669726828
v_subj(PM).35,1.1365935156696416,0.06511884858009352,1.0095011328476526,1.092254861446824,1.1367149079788803,1.181104233073741,1.2634110459560848,0.0005437230142663138
v_subj(PM).36,1.9725979412494905,0.08707752486395649,1.8034331143972389,1.9139052574178899,1.9725091281557858,2.0316145438273536,2.141704450469073,0.0008346227878863044
v_subj(noPM).1,2.006345939297003,0.10483573651240305,1.805159102179514,1.9347475825735376,2.0063080386706136,2.0775948104760427,2.2104042854463932,0.001182021333979133
v_subj(noPM).2,1.9397887696276273,0.11225772331973953,1.7195909133073224,1.8637561967099556,1.9391115564908679,2.0152019483851684,2.1615937264521103,0.0010879593098146552
v_subj(noPM).3,2.993842151218536,0.14415291352056311,2.7161317534838587,2.895918825958952,2.990664040203554,3.0902058483544055,3.283309423800806,0.0019377317305510756
v_subj(noPM).4,1.9295787107959805,0.10574436085323548,1.7227032391505208,1.8592020729357166,1.9291978105602143,2.000034588822956,2.1376543810407047,0.0009617809712744261
v_subj(noPM).5,3.3020529060333814,0.23197038390234492,2.9325317045243686,3.1524793630301673,3.278557879041709,3.413864513009236,3.850680097666578,0.010549091261839987
v_subj(noPM).6,2.6273066622897647,0.1328280860556392,2.368256909269592,2.537120189020449,2.625731437727178,2.7155591333285525,2.88989093659701,0.0015900103045231907
v_subj(noPM).7,1.7422561883782592,0.11346953278907244,1.5206257251625386,1.6662853208235342,1.7417649817128462,1.8181564632695228,1.9667383534352656,0.0011521306167406582
v_subj(noPM).8,2.527829688291132,0.12929285568450047,2.2775340440434757,2.4414487615984237,2.5262038469352843,2.612653403159433,2.786800809073584,0.0016751317728327373
v_subj(noPM).9,1.1039904503812465,0.10587229693870344,0.8962142855467068,1.0341761961113354,1.1027759623880717,1.174665819888289,1.3142480658431757,0.0009938322481210446
v_subj(noPM).10,3.1309676775602564,0.15299087341785017,2.830726483969447,3.0295709361696557,3.1300086790549844,3.2311131256352255,3.4400984428237855,0.0019989588292144353
v_subj(noPM).11,1.9733576212092843,0.10578190574371475,1.7638152515766463,1.9024334190539887,1.9737469369289982,2.045325029824527,2.1795492457354895,0.0008870759413577881
v_subj(noPM).12,2.658775575219003,0.13856357477538117,2.388245590960856,2.5643175900418727,2.6592470007362903,2.751485619494738,2.9321540491107063,0.002251618666013375
v_subj(noPM).13,1.5014316007230741,0.08401589100381988,1.338110831944003,1.4452469370497174,1.5011287972161378,1.5572485320330127,1.6700821634619212,0.0009091454639526923
v_subj(noPM).14,0.782227936413376,0.08886140151531696,0.6093260911487974,0.7222676436544169,0.7818149465438539,0.8411642968083499,0.9566011613048617,0.0008163776744152335
